N,P,K,temperature,humidity,ph,rainfall,label
66.94,44.72,50.71,29.96,50.93,6.71,87.59,Tapioca
84.89,39.08,33.32,31.15,46.24,6.59,38.34,Millet
32.99,55.75,20.48,33.08,61.32,6.87,103.94,Blackgram
70.93,25.15,38.17,19.12,75.76,5.55,177.84,Cardamom
44.98,51.45,25.69,33.03,63.09,7.05,67.74,Sesame
70.92,20.99,46.77,27.4,80.51,7.27,147.54,Sugarcane
28.27,65.77,28.21,29.22,74.92,7.05,65.54,Blackgram
21.68,65.96,15.57,33.39,66.72,5.35,72.9,Groundnut
57.43,32.25,26.9,33.79,53.4,7.33,54.97,Sesame
29.79,25.72,34.69,27.68,50.83,6.13,150.73,Mango
56.87,67.59,203.31,24.38,81.71,6.89,144.58,Turmeric
31.43,27.61,39.46,30.77,55.65,6.14,141.7,Mango
103.41,88.06,43.45,29.58,88.55,6.7,99.98,Banana
13.96,58.91,19.95,32.93,70.39,6.73,143.61,Pigeonpea
124.9,52.96,27.49,30.84,64.17,6.36,89.24,Cotton
26.13,13.75,45.19,29.61,37.71,7.37,41.35,Pomegranate
114.6,80.78,54.2,30.19,79.47,6.34,112.78,Banana
95.2,48.05,41.36,28.63,90.08,6.07,250.3,Rice
47.92,71.97,81.16,28.38,16.99,6.29,103.95,Chickpea
82.18,82.83,48.14,28.15,78.27,6.57,102.87,Banana
21.99,30.1,40.25,32.53,65.08,7.11,96.76,Mango
57.03,20.72,20.43,29.46,57.66,7.58,77.43,Sorghum
29.63,60.15,20.55,28.03,56.89,6.54,66.09,Greengram
76.59,24.19,55.46,20.05,79.57,5.68,257.05,Cardamom
75.8,29.99,34.36,29.08,59.88,7.42,54.17,Sorghum
120.74,50.25,54.01,25.13,63.01,6.94,72.27,Chilli
111.11,17.5,34.3,23.4,60.11,6.19,190.99,Coffee
93.61,24.96,44.09,25.89,84.07,5.07,266.22,Cardamom
35.94,71.45,69.96,22.93,17.41,6.13,102.28,Chickpea
17.62,22.59,34.88,35.73,37.38,6.9,48.72,Pomegranate
124.25,52.9,24.79,25.09,62.77,6.85,88.05,Cotton
15.77,55.66,24.62,29.63,63.56,5.96,122.41,Pigeonpea
29.95,17.36,42.05,33.05,33.23,7.38,48.3,Pomegranate
74.05,20.74,48.1,16.8,75.96,5.66,226.66,Cardamom
65.92,45.67,32.72,29.47,72.3,5.45,77.03,Maize
94.36,19.03,26.15,18.41,65.55,6.2,147.1,Coffee
101.56,65.31,48.15,33.55,66.52,5.92,83.0,Chilli
26.23,59.36,80.92,19.23,33.58,7.6,94.83,Chickpea
55.1,59.67,56.8,33.7,92.14,5.88,204.6,Papaya
45.71,73.22,71.67,20.71,23.74,7.17,109.07,Chickpea
34.92,61.96,77.92,19.13,34.97,7.44,91.92,Chickpea
50.79,64.5,47.23,30.05,81.29,6.35,188.55,Papaya
16.66,19.85,34.05,23.64,35.43,7.76,59.97,Pomegranate
89.68,52.08,50.43,24.62,76.62,6.63,204.14,Rice
24.02,45.48,22.64,35.58,72.6,6.97,89.76,Groundnut
16.18,56.92,24.11,31.41,63.93,7.15,56.15,Greengram
49.57,56.39,208.51,22.89,74.32,6.48,166.12,Turmeric
137.42,46.19,17.14,34.57,60.76,5.95,86.68,Cotton
85.92,36.66,33.19,29.82,76.35,6.9,192.69,Rice
43.75,60.6,203.96,30.69,76.41,6.34,132.41,Turmeric
65.41,50.78,44.79,31.01,66.87,5.7,90.28,Maize
36.83,22.36,27.0,31.1,72.87,5.72,163.67,Coconut
71.54,29.16,53.21,32.44,59.53,6.06,98.75,Tapioca
73.33,34.06,30.24,33.51,55.7,6.1,64.61,Millet
98.73,30.18,28.03,20.35,70.31,5.57,141.46,Coffee
60.23,45.81,33.52,32.88,72.78,7.06,82.09,Maize
24.4,21.27,26.19,32.0,86.83,6.65,155.04,Coconut
67.56,46.83,28.21,25.62,63.6,7.59,56.26,Millet
30.64,69.75,23.6,29.67,61.89,7.19,89.25,Blackgram
105.58,64.44,41.98,25.17,71.3,7.42,64.61,Chilli
45.22,62.77,208.76,29.92,79.09,6.14,227.14,Turmeric
22.88,71.18,20.09,32.42,54.95,5.96,134.11,Pigeonpea
40.48,63.02,24.02,31.71,61.77,6.91,117.34,Blackgram
19.15,52.74,19.63,28.05,65.11,6.48,87.64,Groundnut
83.13,48.48,53.04,28.57,70.95,5.81,101.74,Maize
73.62,34.19,49.89,33.66,67.32,6.96,71.38,Tapioca
78.89,28.98,48.5,27.36,80.96,6.42,148.46,Sugarcane
82.02,44.13,46.78,26.58,66.55,5.99,107.84,Tapioca
30.53,58.94,17.89,25.62,66.01,6.23,109.94,Pigeonpea
40.06,68.28,18.71,28.71,64.29,7.19,117.09,Groundnut
25.52,11.57,48.11,29.11,83.35,5.82,141.19,Coconut
101.72,60.14,53.61,28.01,73.18,6.85,68.65,Chilli
92.83,26.07,34.37,33.28,89.17,7.34,227.41,Sugarcane
58.35,37.13,23.91,29.44,49.53,7.0,86.19,Millet
58.77,72.75,47.73,29.75,87.75,6.43,188.22,Papaya
30.15,60.43,77.5,17.17,22.99,6.42,78.32,Chickpea
35.73,18.51,34.56,33.54,63.94,5.83,126.08,Mango
52.98,50.89,51.24,29.2,80.34,6.48,164.76,Papaya
81.13,41.73,34.81,34.77,46.29,6.18,85.04,Millet
81.66,13.48,38.84,23.58,65.3,6.35,148.38,Coffee
24.73,58.54,12.78,32.6,60.44,6.4,171.7,Pigeonpea
17.67,62.81,27.19,26.78,57.34,6.1,50.77,Greengram
94.44,24.54,34.04,21.8,81.5,5.8,170.78,Coffee
99.66,16.85,25.09,26.65,56.7,6.18,154.32,Coffee
52.37,20.98,29.28,33.09,50.31,6.91,65.65,Sorghum
120.65,53.1,16.15,32.45,77.13,7.66,86.77,Cotton
60.46,45.87,42.62,25.67,48.52,5.21,79.71,Tapioca
31.13,68.85,29.31,34.23,63.85,7.01,41.45,Greengram
92.21,26.6,39.14,26.43,80.41,7.21,186.14,Sugarcane
75.75,36.69,45.55,34.67,58.02,6.05,77.51,Tapioca
65.6,67.04,54.55,29.36,89.33,6.35,156.97,Papaya
24.68,54.96,18.2,26.69,61.86,7.03,98.03,Groundnut
40.63,52.71,15.08,33.52,57.16,5.79,103.97,Groundnut
31.64,33.99,36.99,36.37,65.55,5.52,70.09,Sesame
72.58,39.49,24.93,33.56,48.18,7.22,81.9,Sorghum
27.95,53.54,28.27,34.23,57.31,7.36,56.38,Greengram
87.05,20.43,44.5,17.86,77.83,6.12,202.12,Cardamom
126.4,59.39,52.71,26.35,71.8,6.46,56.22,Chilli
11.95,54.03,26.53,30.36,66.11,6.23,55.15,Greengram
17.26,16.64,36.03,32.83,37.51,6.74,80.32,Pomegranate
124.04,51.69,52.48,31.78,61.05,6.23,65.76,Chilli
83.24,40.16,24.85,30.62,52.83,6.85,44.1,Millet
103.69,26.09,32.83,35.04,82.57,7.4,209.54,Sugarcane
45.89,36.19,33.44,32.62,65.82,6.58,60.12,Sesame
27.43,16.07,26.98,27.72,76.31,6.41,149.89,Coconut
23.44,78.66,25.06,31.42,67.97,7.17,95.31,Blackgram
48.68,37.38,38.11,30.33,62.22,6.12,69.04,Sesame
22.21,19.37,35.4,26.99,28.3,7.38,66.65,Pomegranate
31.21,67.95,19.96,31.15,63.73,7.05,95.3,Blackgram
100.47,60.22,30.12,29.33,62.69,6.67,54.14,Cotton
17.43,61.17,23.17,35.93,60.24,5.88,95.21,Groundnut
131.56,50.94,16.95,31.13,69.08,7.75,96.77,Cotton
22.39,15.88,32.55,33.65,48.23,7.04,130.18,Mango
105.1,64.62,46.44,31.96,51.84,7.28,85.16,Chilli
92.13,50.15,43.48,26.37,63.68,5.95,58.69,Maize
14.74,58.87,17.29,29.2,53.08,5.97,89.91,Groundnut
82.17,23.82,51.06,22.41,86.57,5.54,186.75,Cardamom
67.5,48.12,48.91,26.5,78.62,6.58,237.79,Rice
50.48,52.62,189.75,26.94,81.64,5.87,190.45,Turmeric
129.19,54.11,21.6,33.24,74.99,5.88,98.3,Cotton
32.01,60.29,78.03,25.42,24.17,6.78,75.66,Chickpea
63.21,33.99,40.74,24.39,84.1,7.15,206.92,Rice
87.26,47.28,36.99,31.89,72.9,6.02,120.65,Maize
115.97,57.25,45.28,33.45,62.56,6.18,61.36,Chilli
63.43,66.33,210.57,23.79,76.42,6.77,164.0,Turmeric
78.38,52.05,40.46,29.23,72.77,7.34,96.84,Maize
55.52,37.4,39.23,33.71,51.94,6.24,60.15,Tapioca
37.1,42.77,29.82,34.87,66.1,6.91,105.45,Groundnut
87.11,52.01,44.41,28.98,85.93,5.88,186.33,Rice
60.03,26.96,25.46,33.36,55.97,6.86,79.95,Sorghum
36.45,46.79,37.64,32.39,56.58,5.9,49.77,Sesame
131.16,53.95,20.06,32.71,62.93,7.67,39.67,Cotton
29.06,60.98,14.7,30.26,66.98,6.8,115.05,Pigeonpea
43.19,66.41,44.28,33.6,81.61,6.18,138.27,Papaya
74.95,83.12,53.66,29.88,73.56,5.79,110.08,Banana
35.53,64.66,19.65,24.23,68.61,5.97,141.54,Pigeonpea
49.84,68.96,189.09,29.65,77.04,5.77,187.37,Turmeric
116.93,82.05,49.37,33.8,88.37,5.72,101.65,Banana
118.83,59.58,28.2,25.59,69.74,7.49,84.18,Cotton
56.65,36.32,24.92,33.9,40.59,7.7,58.32,Sorghum
85.03,24.71,47.09,17.22,88.27,5.77,214.09,Cardamom
56.45,38.61,23.36,30.45,44.79,6.7,72.84,Sorghum
59.33,67.06,39.91,26.66,85.42,6.01,173.62,Papaya
95.31,23.88,35.82,17.76,66.24,5.59,214.43,Coffee
95.03,86.82,48.76,27.31,79.63,5.7,143.91,Banana
74.98,24.08,31.12,28.27,45.13,7.62,43.22,Sorghum
30.69,19.78,32.3,30.24,75.39,6.47,129.63,Coconut
73.11,45.41,45.26,30.33,54.18,5.52,83.73,Tapioca
46.35,33.57,36.28,29.63,57.65,6.39,69.22,Sesame
96.39,38.37,43.95,27.86,86.02,6.82,179.0,Sugarcane
67.94,44.14,35.91,30.94,46.92,6.89,44.7,Millet
51.68,31.44,26.47,27.07,41.88,7.72,69.3,Sorghum
18.8,74.54,26.03,28.62,73.79,6.27,91.37,Blackgram
99.28,49.6,52.39,30.6,80.54,6.18,230.13,Rice
17.66,59.17,26.03,35.73,76.57,7.33,75.28,Greengram
24.08,58.13,26.96,34.77,72.29,6.69,121.67,Groundnut
113.95,23.78,33.01,25.71,78.91,7.01,209.9,Sugarcane
40.84,75.74,20.59,32.11,73.25,6.92,90.5,Blackgram
35.64,55.58,20.48,31.95,66.03,5.55,157.84,Pigeonpea
54.56,69.33,205.03,24.86,76.09,6.14,210.62,Turmeric
20.06,15.18,28.02,29.22,82.5,6.54,129.9,Coconut
23.11,59.74,28.34,33.46,69.44,6.58,180.96,Pigeonpea
89.0,23.4,24.81,26.7,66.13,5.58,164.42,Coffee
67.16,44.5,46.65,26.44,58.16,5.39,123.24,Tapioca
53.42,30.52,32.81,28.11,51.2,7.37,97.22,Sorghum
56.27,33.31,25.38,33.69,53.55,6.23,72.25,Sorghum
75.2,35.06,42.66,28.29,90.74,6.59,230.22,Rice
31.69,61.44,68.47,25.36,21.74,7.23,91.69,Chickpea
42.78,57.65,84.71,25.87,30.23,7.26,69.33,Chickpea
10.82,55.6,19.93,34.35,57.9,6.12,130.22,Pigeonpea
50.7,62.09,45.16,29.05,86.95,6.35,197.83,Papaya
29.59,28.01,38.02,23.89,37.13,7.36,50.76,Pomegranate
22.31,57.24,15.99,32.56,75.05,6.55,78.79,Blackgram
31.65,39.94,17.55,24.68,61.92,6.78,75.04,Groundnut
59.93,67.51,201.79,26.55,73.13,5.73,183.75,Turmeric
70.88,50.05,51.84,30.49,54.48,6.71,71.28,Tapioca
19.55,66.07,26.43,31.62,63.97,7.15,133.03,Pigeonpea
85.43,36.54,34.24,32.55,54.61,7.55,69.59,Millet
42.89,57.3,53.06,28.02,88.1,6.87,169.94,Papaya
15.42,61.11,19.7,26.93,72.65,7.41,80.87,Greengram
126.64,63.73,53.66,33.03,65.55,7.32,53.26,Chilli
19.79,63.42,19.62,28.31,71.09,5.82,102.41,Groundnut
82.89,61.74,39.21,22.69,85.44,6.23,179.34,Rice
28.77,56.29,25.07,31.39,57.85,6.51,52.13,Sesame
24.47,23.96,46.21,32.92,47.56,7.54,39.97,Pomegranate
59.05,36.98,29.83,29.82,59.53,7.9,86.35,Sorghum
98.03,74.55,53.97,26.47,86.83,6.15,160.51,Banana
22.92,21.91,38.53,29.5,82.46,6.1,127.18,Coconut
110.67,78.68,51.07,32.01,83.81,5.83,118.5,Banana
20.96,21.95,29.42,27.31,55.4,6.2,121.08,Mango
101.64,82.88,57.51,32.63,85.94,5.74,140.12,Banana
113.51,85.92,52.79,27.48,85.58,6.1,136.14,Banana
53.97,26.86,35.01,35.36,56.72,6.94,67.9,Millet
60.78,34.34,22.23,27.69,48.29,6.62,88.3,Sorghum
24.9,64.57,27.01,28.99,61.79,7.11,56.24,Blackgram
31.39,41.6,24.11,34.37,51.76,5.45,56.69,Sesame
85.98,38.42,28.27,34.9,54.98,6.05,57.77,Millet
114.0,24.35,30.07,30.0,70.48,6.27,224.66,Sugarcane
20.22,56.01,23.3,34.55,60.22,7.37,83.4,Greengram
106.55,30.86,36.85,22.39,60.55,6.31,146.11,Coffee
17.69,56.8,24.29,26.91,60.02,5.64,116.2,Groundnut
58.15,30.59,27.93,28.24,53.07,6.38,96.41,Sorghum
104.45,83.22,49.63,30.3,87.74,5.82,99.17,Banana
71.1,34.48,39.83,30.71,45.2,6.1,70.77,Millet
86.56,31.9,53.31,27.51,60.12,5.63,82.49,Tapioca
136.63,57.78,25.44,31.52,75.96,6.91,73.33,Cotton
48.95,37.44,23.83,29.01,58.02,6.89,64.15,Sesame
25.38,62.5,16.39,28.08,65.0,7.25,100.85,Greengram
115.27,44.57,34.12,30.14,64.9,7.27,100.22,Cotton
27.41,57.62,28.28,29.95,68.05,7.18,76.89,Greengram
78.51,35.33,37.9,26.34,72.85,6.39,206.02,Sugarcane
33.13,19.77,30.48,26.7,85.68,6.87,183.14,Coconut
60.51,38.11,28.54,27.99,53.55,6.75,85.05,Sorghum
35.58,54.36,21.55,31.43,66.33,5.45,79.8,Groundnut
106.0,64.6,45.33,25.28,57.56,6.95,98.06,Chilli
46.23,56.57,71.06,26.72,32.78,6.37,84.91,Chickpea
34.37,64.61,78.02,27.68,35.79,7.2,90.31,Chickpea
80.91,44.91,53.58,34.33,64.41,6.03,103.29,Tapioca
24.1,63.45,15.47,34.25,67.93,7.09,81.2,Blackgram
134.8,47.58,17.13,24.61,74.63,6.01,90.56,Cotton
29.61,40.71,30.71,29.81,53.13,5.84,42.34,Sesame
130.96,48.14,17.62,24.34,73.35,7.38,58.91,Cotton
62.88,44.21,44.16,25.35,49.99,6.47,97.37,Tapioca
17.18,52.35,21.31,29.71,55.61,6.85,92.22,Groundnut
72.19,30.64,52.52,18.54,88.92,5.96,220.07,Cardamom
82.89,47.24,37.82,29.64,82.32,6.01,223.12,Rice
21.36,61.9,23.48,33.19,72.05,6.16,56.43,Blackgram
38.9,43.0,33.79,35.34,59.31,5.97,60.01,Sesame
15.9,47.58,14.92,35.66,64.33,6.55,43.98,Greengram
77.71,48.75,36.0,27.42,76.0,7.23,84.4,Maize
27.04,56.61,18.1,26.57,73.91,7.55,88.44,Blackgram
61.96,52.21,43.96,26.5,87.19,6.92,246.61,Rice
59.96,63.71,193.17,30.75,76.89,5.79,133.14,Turmeric
95.78,19.42,33.13,28.13,72.11,5.91,149.32,Coffee
25.11,66.07,20.92,26.52,66.5,6.29,115.69,Blackgram
104.51,18.14,33.31,25.67,59.67,6.43,189.0,Coffee
77.87,30.32,33.93,17.08,56.1,5.81,147.38,Coffee
89.77,45.36,43.09,32.71,57.29,6.98,69.73,Maize
99.77,24.74,32.3,24.36,74.09,7.08,178.36,Sugarcane
80.7,15.75,45.5,23.89,86.58,5.73,201.95,Cardamom
31.99,68.61,18.32,29.51,59.34,5.2,165.11,Pigeonpea
16.52,6.21,34.18,28.56,35.07,7.05,46.52,Pomegranate
18.85,21.58,26.24,37.1,44.67,5.41,95.2,Mango
128.8,62.14,53.2,33.08,56.43,6.29,100.03,Chilli
26.62,60.81,24.46,35.0,57.52,7.43,49.89,Greengram
14.08,64.64,29.82,28.33,65.08,6.5,120.77,Pigeonpea
67.86,53.82,35.62,30.28,59.31,7.38,87.34,Maize
29.62,54.55,12.13,27.75,69.07,6.37,82.24,Blackgram
93.63,42.53,42.81,31.04,74.88,6.66,67.06,Maize
103.94,23.56,32.24,25.56,72.8,5.92,182.62,Coffee
45.94,32.56,22.6,32.99,45.75,6.04,68.32,Millet
28.45,55.98,19.49,31.75,59.35,6.42,114.56,Pigeonpea
24.07,28.7,34.83,34.21,35.18,6.64,49.69,Pomegranate
61.63,43.14,51.08,25.95,60.22,5.86,130.44,Tapioca
36.32,55.81,28.81,30.51,56.62,5.83,86.14,Sesame
11.06,62.55,24.73,30.82,70.09,5.93,156.31,Pigeonpea
69.04,20.53,50.52,18.87,76.68,5.87,242.89,Cardamom
80.08,44.05,40.12,27.97,70.3,5.38,102.81,Tapioca
34.38,54.63,23.38,28.47,73.65,5.94,88.29,Blackgram
15.6,13.99,35.05,32.88,76.43,5.92,119.62,Coconut
40.64,55.31,83.1,26.35,20.1,6.72,73.63,Chickpea
29.32,60.94,21.24,30.42,77.07,5.66,108.11,Pigeonpea
19.5,60.26,22.94,27.07,64.02,6.57,75.91,Blackgram
49.81,65.63,192.43,29.99,76.42,6.55,158.08,Turmeric
139.77,49.63,18.0,32.88,72.46,5.75,57.63,Cotton
65.39,66.75,200.68,28.19,83.37,6.66,145.85,Turmeric
34.19,18.58,41.28,26.61,86.34,6.07,129.88,Coconut
106.98,62.63,25.11,28.77,69.67,7.57,89.83,Cotton
26.51,49.16,19.45,31.49,62.61,7.28,54.62,Greengram
59.46,35.23,46.51,28.63,59.46,6.55,97.96,Tapioca
82.11,16.23,29.43,26.16,71.86,6.13,176.35,Coffee
29.14,31.71,31.8,36.3,61.98,6.81,146.0,Mango
49.25,24.24,34.27,31.03,60.19,7.5,66.2,Millet
61.58,35.91,37.32,36.96,49.73,6.73,54.34,Millet
73.07,22.3,41.75,27.32,89.63,7.01,220.25,Sugarcane
23.98,28.61,33.37,35.07,52.45,6.33,125.22,Mango
64.35,72.3,204.5,24.15,74.5,6.14,206.66,Turmeric
70.96,75.38,56.35,36.08,83.64,6.77,161.3,Papaya
17.19,44.02,21.54,28.2,57.42,5.44,124.93,Groundnut
111.62,39.31,25.94,28.53,74.9,6.33,89.71,Cotton
20.32,53.46,16.08,32.82,64.99,7.5,55.44,Greengram
15.36,18.65,30.27,32.1,65.86,6.58,91.65,Mango
52.19,71.23,50.47,27.28,90.63,6.54,149.55,Papaya
54.08,40.5,34.24,28.19,51.61,7.32,40.72,Millet
28.14,66.98,24.81,26.42,58.89,5.4,149.09,Pigeonpea
64.98,34.77,48.07,28.44,62.48,5.76,119.2,Tapioca
81.42,16.59,40.85,21.37,56.3,6.29,192.45,Coffee
17.38,20.8,40.52,26.7,59.18,6.83,126.48,Mango
26.44,68.49,24.41,26.59,58.82,6.6,105.56,Pigeonpea
59.06,19.8,28.55,31.89,56.03,7.99,81.29,Sorghum
60.91,32.48,55.48,33.03,54.73,5.69,134.17,Tapioca
85.38,20.06,28.1,19.9,61.33,6.12,150.65,Coffee
29.59,13.72,40.99,37.26,54.74,6.56,104.39,Mango
16.85,71.38,14.17,27.03,75.29,6.07,61.13,Blackgram
89.1,22.19,35.82,25.13,82.54,6.63,183.37,Sugarcane
54.11,57.59,207.94,24.78,82.93,5.77,169.81,Turmeric
66.82,67.08,50.75,29.54,91.84,5.96,147.13,Papaya
66.68,34.36,38.28,27.39,64.69,7.02,69.89,Millet
30.38,70.89,23.92,27.5,63.51,6.54,131.32,Pigeonpea
84.6,37.55,55.3,33.27,62.65,6.89,114.33,Tapioca
63.91,68.7,189.52,25.64,76.91,5.97,204.24,Turmeric
75.68,32.47,32.21,38.72,45.96,6.5,81.68,Sorghum
29.6,16.26,37.82,33.48,41.16,7.11,70.98,Pomegranate
62.88,61.72,51.95,31.43,88.36,6.9,190.05,Papaya
29.33,20.32,29.06,37.0,46.09,5.47,134.82,Mango
32.8,75.99,73.16,24.62,22.79,6.38,65.25,Chickpea
56.01,50.57,190.93,25.04,72.23,6.58,160.31,Turmeric
61.79,58.18,43.13,24.84,81.23,6.48,149.57,Papaya
84.37,39.77,32.51,26.93,81.66,7.06,202.48,Sugarcane
50.8,66.29,197.36,22.46,84.64,6.59,170.24,Turmeric
69.75,48.41,47.4,25.74,57.21,5.56,68.86,Tapioca
18.52,19.87,30.34,34.16,87.4,6.9,123.88,Coconut
21.37,12.65,48.73,29.25,32.79,6.55,67.6,Pomegranate
38.35,55.08,18.09,34.44,71.66,6.72,106.02,Groundnut
34.03,70.61,82.4,23.23,16.38,6.81,83.41,Chickpea
63.96,34.53,20.62,31.25,44.49,7.57,60.74,Millet
73.87,45.26,29.04,31.65,51.84,6.23,80.94,Millet
84.22,23.85,36.19,30.67,56.04,6.79,45.72,Millet
132.65,52.4,23.05,34.93,68.37,7.47,56.37,Cotton
61.78,35.49,41.86,32.34,63.49,5.36,76.5,Tapioca
63.86,35.26,30.16,30.81,45.12,7.22,59.75,Millet
31.55,39.15,38.29,27.93,66.65,6.74,54.75,Sesame
26.3,53.56,25.76,27.32,64.01,6.35,84.11,Greengram
80.05,35.85,32.95,31.89,64.5,6.62,97.18,Maize
86.72,23.59,37.18,22.31,67.27,6.5,121.85,Coffee
57.07,68.16,52.21,31.43,81.01,6.03,144.47,Papaya
110.43,71.28,55.99,30.58,80.15,6.44,91.57,Banana
46.1,49.27,36.3,30.35,60.66,6.05,82.87,Sesame
45.73,36.29,36.24,29.56,57.33,6.32,81.76,Sesame
106.36,21.21,33.51,27.54,70.05,6.23,168.62,Coffee
25.66,59.14,15.74,32.36,74.74,6.35,155.75,Pigeonpea
72.88,39.75,41.08,30.12,84.41,6.64,231.05,Rice
119.16,92.62,56.59,24.84,79.08,6.9,131.14,Banana
55.23,36.13,22.68,28.32,52.3,7.13,65.13,Sorghum
93.62,29.47,26.74,23.85,59.53,5.68,146.87,Coffee
62.99,68.69,190.88,22.61,71.52,6.3,205.5,Turmeric
52.56,28.34,36.15,31.59,54.0,6.81,40.9,Millet
14.11,69.02,18.66,26.6,64.53,7.23,89.04,Blackgram
103.62,23.79,36.58,22.02,58.17,6.2,165.04,Coffee
75.04,51.65,42.47,29.68,54.22,5.78,82.01,Maize
26.95,13.61,33.92,35.48,34.4,7.06,50.7,Pomegranate
45.5,65.49,60.98,27.59,90.33,6.96,172.26,Papaya
68.99,22.27,54.67,24.37,79.68,5.32,263.92,Cardamom
92.98,34.6,42.76,24.42,81.83,6.47,201.66,Rice
96.11,87.46,57.04,24.03,85.72,5.87,148.37,Banana
34.81,51.27,22.56,33.15,56.76,6.46,57.4,Greengram
79.82,54.41,42.58,28.15,61.42,5.68,99.12,Maize
77.97,56.24,37.74,28.39,87.99,6.1,258.67,Rice
17.4,63.01,31.4,24.69,72.14,6.7,93.66,Groundnut
33.38,60.46,21.7,28.92,74.39,6.33,104.28,Blackgram
80.05,44.88,47.75,23.08,85.78,6.48,202.95,Rice
80.37,32.05,52.69,29.95,58.48,6.59,80.55,Tapioca
74.69,45.69,52.41,31.27,86.92,5.95,259.58,Rice
91.17,21.46,42.24,21.48,62.81,5.45,195.34,Coffee
39.01,51.27,20.52,31.59,62.78,5.8,79.97,Groundnut
112.29,44.18,30.75,25.43,85.96,6.19,194.18,Sugarcane
72.42,32.69,34.25,29.22,55.26,6.93,43.14,Millet
104.34,61.59,42.67,29.68,71.82,6.58,55.41,Chilli
12.24,9.55,43.35,29.86,37.79,6.74,70.84,Pomegranate
73.98,33.27,54.98,33.54,54.48,5.95,124.95,Tapioca
85.65,46.52,44.76,26.27,92.71,5.66,243.58,Rice
116.98,77.83,56.92,32.97,87.45,5.96,153.23,Banana
61.01,31.64,30.49,32.5,61.01,6.67,67.78,Sorghum
22.52,13.94,32.3,31.81,37.5,7.1,59.56,Pomegranate
99.75,58.77,50.39,30.51,70.65,6.7,68.89,Chilli
83.63,18.52,35.91,24.21,68.05,6.14,144.28,Coffee
52.87,40.44,26.73,26.28,51.3,6.69,81.59,Sorghum
60.89,27.62,26.24,28.08,55.71,6.59,82.63,Sorghum
38.04,46.0,25.05,27.83,68.41,6.81,107.1,Groundnut
33.23,70.57,79.18,21.39,19.64,7.1,68.34,Chickpea
22.38,27.36,45.77,31.35,89.12,6.04,154.92,Coconut
44.6,44.22,33.99,30.93,59.57,5.95,58.52,Sesame
86.43,63.45,42.09,31.59,83.1,6.51,241.2,Rice
62.21,33.71,29.46,37.2,47.18,7.48,73.92,Sorghum
21.77,54.98,27.21,31.8,53.73,6.02,110.61,Groundnut
68.92,19.19,42.7,21.71,86.91,5.48,248.2,Cardamom
52.15,55.07,52.7,27.58,84.32,6.31,181.62,Papaya
44.66,66.61,51.11,31.69,80.64,6.39,139.5,Papaya
100.21,76.91,58.86,25.25,85.6,6.13,171.7,Banana
36.0,69.0,27.51,35.12,73.48,6.94,134.57,Pigeonpea
116.29,51.29,16.8,32.97,62.7,7.33,101.0,Cotton
86.91,50.5,49.01,23.15,82.47,6.19,224.2,Rice
78.74,74.92,54.48,24.52,86.32,5.96,98.77,Banana
99.89,56.95,53.22,24.3,73.86,7.21,71.1,Chilli
94.07,84.23,45.76,25.66,78.79,6.2,129.29,Banana
88.87,25.28,25.44,30.73,72.94,6.16,233.64,Sugarcane
33.36,17.07,36.69,34.2,80.89,6.45,158.09,Coconut
68.17,36.61,23.05,33.25,56.87,6.54,84.79,Sorghum
15.67,11.39,45.68,29.44,76.77,5.98,112.74,Coconut
49.83,52.05,75.24,20.93,26.26,6.13,98.53,Chickpea
94.48,15.24,40.28,23.21,60.99,6.09,182.41,Coffee
49.88,56.48,55.47,28.51,84.73,6.61,145.25,Papaya
17.73,26.08,28.43,27.27,55.75,6.0,147.88,Mango
35.16,63.49,71.35,25.51,15.22,6.21,74.6,Chickpea
30.49,16.3,40.6,31.33,87.49,6.2,157.26,Coconut
52.56,63.81,55.29,27.14,87.86,6.6,149.87,Papaya
91.39,41.07,57.51,27.49,82.37,6.17,209.8,Rice
106.24,28.76,31.72,25.96,74.39,5.59,149.88,Coffee
21.47,23.49,34.75,25.26,45.98,6.41,80.33,Pomegranate
72.26,35.34,48.42,30.96,47.42,6.7,117.09,Tapioca
12.05,70.53,16.03,32.65,62.33,6.58,102.53,Blackgram
70.61,61.84,210.87,29.49,79.41,6.73,209.05,Turmeric
40.2,42.96,40.82,30.52,64.39,7.16,88.83,Sesame
81.03,35.0,49.73,30.01,63.85,6.82,57.73,Maize
31.05,58.52,26.26,26.25,66.92,7.06,37.96,Greengram
73.27,20.03,31.59,26.44,49.32,6.42,56.31,Sorghum
18.14,20.88,30.13,34.0,86.17,5.42,127.51,Coconut
114.87,65.15,49.68,32.76,59.51,7.09,110.38,Chilli
57.49,54.71,197.15,30.01,83.65,6.49,181.18,Turmeric
81.35,43.95,45.5,30.77,66.08,5.72,83.26,Maize
54.91,67.88,197.07,26.77,81.58,5.47,186.09,Turmeric
18.11,64.14,21.23,25.97,71.35,6.51,129.13,Pigeonpea
15.83,57.8,17.23,29.68,65.89,6.04,118.88,Pigeonpea
22.74,25.42,38.78,25.55,92.79,6.8,153.27,Coconut
80.33,50.65,33.88,24.17,69.49,5.59,68.62,Maize
62.02,54.18,41.96,28.97,79.81,6.15,205.36,Rice
32.14,20.19,35.38,25.46,77.68,5.97,121.07,Coconut
114.47,72.39,56.97,28.05,78.81,6.92,103.89,Banana
